wl,GL,G,BL,B,YL,Y,C,bkg
567.45,50.499,73.998,56.803,79.249,80.117,90.48,8.549,12.805
567.64,50.444,73.863,56.679,79.211,80.086,90.534,8.676,12.95
567.84,50.297,73.722,56.555,79.124,80.107,90.598,8.787,12.872
568.03,50.14,73.622,56.442,79.18,80.086,90.715,8.876,12.693
568.22,50.035,73.549,56.326,79.077,80.078,90.699,8.929,12.882
568.41,50.003,73.6,56.257,78.997,80.126,90.679,9.016,12.928
568.61,49.866,73.432,56.13,78.902,80.094,90.635,9.054,13.026
568.8,49.785,73.374,55.991,78.745,80.176,90.559,9.286,13.016
568.99,49.629,73.274,55.937,78.677,80.143,90.521,9.29,13.063
569.19,49.469,73.228,55.954,78.657,80.199,90.517,9.488,13.162
569.38,49.299,73.047,55.845,78.533,80.145,90.549,9.791,13.339
569.57,49.133,72.872,55.738,78.551,80.179,90.6,9.948,13.035
569.77,49.072,72.877,55.708,78.529,80.242,90.724,10.075,13.106
569.96,49.005,72.765,55.662,78.504,80.168,90.715,10.294,13.008
570.15,48.847,72.522,55.544,78.499,80.187,90.679,10.376,12.998
570.34,48.795,72.365,55.419,78.321,80.179,90.762,10.688,13.201
570.54,48.725,72.385,55.391,78.214,80.179,90.844,10.922,13.355
570.73,48.585,72.336,55.287,78.126,80.252,90.784,10.97,13.408
570.92,48.384,72.248,55.311,78.032,80.388,90.744,11.104,13.433
571.12,48.277,72.172,55.253,78.105,80.312,90.8,11.328,13.501
571.31,48.153,72.198,55.106,77.92,80.396,90.846,11.402,13.549
571.5,48.108,72.189,55.117,77.931,80.362,90.732,11.459,13.586
571.69,48.024,72.157,55.069,77.86,80.48,90.667,11.684,13.356
571.89,47.896,71.999,54.998,77.83,80.586,90.688,11.638,13.514
572.08,47.899,71.949,54.969,77.763,80.656,90.688,11.999,13.505
572.27,47.787,71.831,54.993,77.813,80.753,90.677,12.133,13.343
572.47,47.621,71.7,54.902,77.78,80.685,90.642,12.413,13.17
572.66,47.57,71.651,54.869,77.798,80.693,90.617,12.606,13.119
572.85,47.528,71.599,54.887,77.755,80.616,90.737,12.736,13.031
573.04,47.475,71.543,54.803,77.774,80.679,90.818,13.027,13.182
573.24,47.437,71.457,54.676,77.775,80.587,90.835,13.125,13.195
573.43,47.426,71.569,54.585,77.722,80.614,90.867,13.175,13.124
573.62,47.369,71.526,54.483,77.577,80.665,90.815,13.239,13.325
573.81,47.32,71.41,54.413,77.558,80.571,90.778,13.203,13.414
574.01,47.308,71.344,54.336,77.414,80.627,90.737,13.585,13.379
574.2,47.194,71.415,54.31,77.394,80.624,90.755,13.751,13.334
574.39,47.161,71.399,54.263,77.374,80.646,90.798,13.785,13.221
574.59,46.999,71.227,54.169,77.343,80.634,90.816,13.886,13.055
574.78,46.938,71.117,54.118,77.305,80.519,90.883,14.12,13.086
574.97,46.803,71.076,53.982,77.228,80.51,90.916,14.382,13.267
575.16,46.721,71.008,53.954,77.126,80.559,90.877,14.625,13.288
575.36,46.578,70.818,53.942,77.251,80.491,90.904,14.946,13.287
575.55,46.458,70.754,53.893,77.154,80.496,90.943,15.198,13.148
575.74,46.324,70.652,53.778,77.125,80.495,90.977,15.284,13.319
575.93,46.229,70.634,53.678,77.059,80.494,90.954,15.743,13.392
576.13,46.108,70.595,53.588,77.112,80.485,90.898,15.701,13.556
576.32,46.033,70.564,53.472,76.996,80.407,90.957,15.889,13.78
576.51,46.029,70.556,53.5,76.929,80.413,91.033,15.901,13.87
576.7,45.992,70.475,53.433,76.873,80.47,91.069,16.172,13.827
576.9,45.87,70.375,53.317,76.871,80.463,91.03,16.251,13.85
577.09,45.719,70.332,53.275,76.846,80.495,91.009,16.387,13.871
577.28,45.558,70.212,53.232,76.87,80.585,91.033,16.806,13.787
577.47,45.449,70.058,53.206,76.894,80.649,91.004,17.162,13.851
577.67,45.373,70.012,53.185,76.898,80.651,91.022,17.356,13.851
577.86,45.232,69.917,53.112,76.847,80.722,91.061,17.715,13.593
578.05,45.119,69.893,53.066,76.84,80.697,91.102,17.803,13.717
578.24,44.999,69.766,53.015,76.819,80.641,91.099,18.055,13.786
578.44,44.854,69.7,52.992,76.786,80.679,91.123,18.4,13.906
578.63,44.76,69.619,52.918,76.76,80.777,91.069,18.626,13.982
578.82,44.623,69.598,52.784,76.634,80.911,91.024,18.876,14.029
579.01,44.558,69.5,52.702,76.557,80.88,90.942,18.851,13.967
579.21,44.466,69.447,52.615,76.577,80.813,90.925,19.183,13.92
579.4,44.45,69.325,52.519,76.528,80.943,90.884,19.345,14.138
579.59,44.399,69.264,52.485,76.509,80.969,90.948,19.572,14.172
579.78,44.292,69.191,52.449,76.481,80.915,90.837,19.689,14.232
579.97,44.189,69.199,52.408,76.427,80.996,90.835,19.891,14.216
580.17,44.039,69.109,52.371,76.241,81.022,90.804,19.978,14.015
580.36,43.864,68.995,52.301,76.181,80.872,90.84,20.012,13.994
580.55,43.613,68.83,52.228,76.187,80.921,90.845,20.193,13.937
580.74,43.485,68.735,52.199,76.097,80.961,90.805,20.365,14.237
580.94,43.366,68.627,52.155,76.124,80.941,90.696,20.81,14.274
581.13,43.306,68.465,52.042,76.078,80.924,90.568,20.965,14.204
581.32,43.173,68.468,52,75.934,80.912,90.551,21.097,14.138
581.51,42.996,68.32,51.914,75.822,80.837,90.533,21.281,14.22
581.71,42.87,68.259,51.864,75.726,80.815,90.573,21.65,14.28
581.9,42.763,68.194,51.779,75.534,80.879,90.614,21.723,14.549
582.09,42.623,68.098,51.705,75.564,80.829,90.625,21.853,14.466
582.28,42.595,68.064,51.55,75.424,80.745,90.725,22.098,14.453
582.47,42.443,67.976,51.397,75.343,80.601,90.59,22.161,14.307
582.67,42.359,67.969,51.262,75.251,80.423,90.54,22.185,14.183
582.86,42.198,67.825,51.28,75.125,80.341,90.545,22.335,14.251
583.05,42.192,67.801,51.218,75.084,80.297,90.574,22.676,14.315
583.24,42.101,67.667,51.104,74.979,80.321,90.659,22.796,14.394
583.43,41.94,67.672,51.018,74.886,80.174,90.596,22.84,14.314
583.63,41.721,67.533,50.848,74.891,80.151,90.492,23.315,14.674
583.82,41.535,67.357,50.753,74.8,80.225,90.579,23.627,14.76
584.01,41.41,67.186,50.68,74.701,80.166,90.554,23.773,14.684
584.2,41.347,67.083,50.69,74.777,80.064,90.638,24.138,14.974
584.39,41.218,66.994,50.65,74.745,80.017,90.492,24.486,14.967
584.59,41.231,66.933,50.499,74.667,79.953,90.434,24.843,15.077
584.78,41.115,67.031,50.282,74.552,79.891,90.43,25.026,14.988
584.97,40.933,66.867,50.085,74.455,79.942,90.562,25.1,15.038
585.16,40.85,66.853,50.049,74.488,79.89,90.752,25.283,15.127
585.35,40.764,66.733,49.998,74.47,79.883,90.843,25.468,15.435
585.55,40.685,66.663,49.974,74.493,79.886,90.937,25.735,15.396
585.74,40.631,66.595,49.87,74.474,79.927,91.034,25.856,15.364
585.93,40.486,66.46,49.819,74.417,79.934,91.032,26.184,15.205
586.12,40.378,66.361,49.713,74.277,80.048,90.962,26.202,15.263
586.31,40.241,66.363,49.766,74.242,80.009,90.888,26.522,15.432
586.51,40.141,66.305,49.744,74.288,80.082,90.929,26.844,15.781
586.7,39.985,66.214,49.689,74.327,80.131,91.125,26.939,15.972
586.89,39.943,66.18,49.57,74.294,80.119,91.226,26.982,15.799
587.08,39.7,65.956,49.489,74.242,80.182,91.325,27.424,15.764
587.27,39.566,65.865,49.387,74.224,80.29,91.383,27.51,15.909
587.47,39.5,65.831,49.418,74.139,80.4,91.525,27.776,15.943
587.66,39.428,65.714,49.431,74.118,80.471,91.556,27.682,15.592
587.85,39.394,65.732,49.434,74.159,80.508,91.519,28.046,15.72
588.04,39.352,65.713,49.36,74.126,80.475,91.611,28.102,15.737
588.23,39.173,65.627,49.11,73.992,80.548,91.612,28.155,15.691
588.42,39.068,65.524,48.964,73.943,80.586,91.677,28.395,15.737
588.62,38.871,65.437,48.823,73.813,80.638,91.663,28.319,15.732
588.81,38.635,65.155,48.818,73.818,80.582,91.739,28.488,15.588
589,38.574,65.174,48.864,73.682,80.559,91.714,28.531,15.934
589.19,38.395,65.088,48.803,73.561,80.647,91.619,28.9,15.978
589.38,38.328,65.041,48.624,73.429,80.592,91.452,28.994,15.897
589.57,38.154,64.83,48.513,73.28,80.544,91.353,29.068,15.902
589.77,37.984,64.661,48.43,73.137,80.464,91.324,29.014,15.817
589.96,37.913,64.616,48.315,73.188,80.425,91.236,29.112,16.262
590.15,37.789,64.487,48.238,73.113,80.289,91.394,29.222,16.334
590.34,37.632,64.175,48.16,73.084,80.438,91.454,29.182,16.292
590.53,37.462,63.953,48.108,72.973,80.449,91.439,29.445,16.006
590.72,37.373,63.777,47.983,72.796,80.441,91.261,29.765,16.2
590.92,37.285,63.656,47.874,72.821,80.509,91.074,30.159,16.575
591.11,37.097,63.541,47.836,72.8,80.521,90.893,30.061,16.845
591.3,36.999,63.487,47.745,72.672,80.49,90.794,30.143,16.568
591.49,36.872,63.369,47.617,72.623,80.474,90.722,30.076,16.485
591.68,36.713,63.312,47.431,72.48,80.421,90.637,30.052,16.712
591.87,36.613,63.231,47.279,72.32,80.434,90.688,29.818,16.568
592.07,36.474,63.085,47.192,72.196,80.427,90.767,29.894,16.651
592.26,36.387,62.865,47.285,72.152,80.406,90.777,30.003,16.712
592.45,36.281,62.854,47.193,72.105,80.493,90.742,29.962,16.619
592.64,36.268,62.69,47.204,72.083,80.455,90.645,30.185,16.764
592.83,36.15,62.615,47.165,72.033,80.534,90.672,30.061,16.803
593.02,36.035,62.471,47.04,71.919,80.596,90.6,30.282,16.553
593.21,35.931,62.361,46.937,71.852,80.574,90.637,30.131,16.575
593.41,35.83,62.236,46.87,71.782,80.766,90.798,30.356,16.472
593.6,35.746,62.325,46.764,71.723,80.84,90.841,30.276,16.41
593.79,35.643,62.249,46.614,71.588,80.875,90.848,30.467,16.552
593.98,35.479,62.115,46.537,71.51,80.815,90.969,30.666,16.399
594.17,35.367,62.092,46.373,71.337,80.811,90.945,30.622,16.467
594.36,35.286,62.05,46.215,71.239,80.704,90.903,30.516,16.572
594.55,35.248,62.05,46.139,71.238,80.682,90.914,30.151,16.652
594.74,35.178,62.023,46.107,71.25,80.746,91.062,30.214,16.492
594.94,35.111,61.902,46.068,71.149,80.737,91.167,30.087,16.407
595.13,35.096,61.864,45.898,70.99,80.633,91.244,30.044,16.102
595.32,35.073,61.793,45.837,70.858,80.645,91.283,30.164,16.386
595.51,34.982,61.721,45.741,70.798,80.648,91.255,30.266,16.47
595.7,34.917,61.713,45.693,70.788,80.674,91.382,30.34,16.323
595.89,34.816,61.59,45.628,70.826,80.668,91.437,30.418,16.374
596.08,34.755,61.595,45.579,70.836,80.694,91.398,30.451,16.459
596.28,34.625,61.629,45.388,70.737,80.726,91.304,30.418,16.326
596.47,34.544,61.563,45.397,70.623,80.727,91.376,30.547,16.289
596.66,34.312,61.499,45.279,70.521,80.788,91.402,30.568,16.275
596.85,34.321,61.439,45.126,70.41,80.75,91.381,30.497,16.384
597.04,34.106,61.325,45.053,70.425,80.779,91.468,30.358,16.181
597.23,33.927,61.181,44.941,70.306,80.733,91.522,30.434,16.251
597.42,33.844,61.063,44.951,70.225,80.646,91.472,30.326,16.36
597.61,33.8,60.882,44.906,70.198,80.767,91.52,30.337,16.388
597.8,33.646,60.787,44.873,70.28,80.803,91.368,30.244,16.462
598,33.502,60.753,44.809,70.194,80.889,91.258,30.01,16.48
598.19,33.396,60.517,44.831,70.342,81.034,91.047,30.208,16.487
598.38,33.278,60.431,44.677,70.266,81.125,90.932,30.243,16.223
598.57,33.157,60.222,44.514,70.057,81.155,90.959,30.326,16.291
598.76,33.069,60.097,44.386,70.041,81.127,90.786,30.206,16.301
598.95,32.883,60.087,44.25,70,81.077,90.791,30.219,16.195
599.14,32.747,59.997,44.218,69.982,81.232,90.751,30.152,16.322
599.33,32.511,59.848,44.108,69.968,81.195,90.762,30.062,16.246
599.52,32.381,59.634,44,69.768,81.231,90.772,29.998,16.3
599.72,32.273,59.483,43.845,69.586,81.235,90.714,30.153,16.514
599.91,32.139,59.399,43.706,69.397,81.078,90.651,30.046,16.556
600.1,31.938,59.295,43.667,69.268,81.144,90.611,30.014,16.549
600.29,31.85,59.129,43.518,69.096,81.148,90.665,30.111,16.74
600.48,31.742,58.987,43.36,69.103,81.249,90.601,29.978,16.856
600.67,31.617,58.798,43.247,69.115,81.231,90.685,29.822,16.896
600.86,31.438,58.715,43.236,69.17,81.304,90.681,30.084,16.888
601.05,31.411,58.66,43.125,69.144,81.233,90.687,30.247,16.91
601.24,31.326,58.563,43.021,69.145,81.248,90.703,30.047,16.922
601.43,31.121,58.488,42.812,69.13,81.171,90.668,29.955,16.903
601.62,30.965,58.376,42.598,68.999,81.061,90.648,29.919,16.927
601.82,30.858,58.173,42.537,68.9,81.022,90.794,30.061,16.83
602.01,30.755,58.098,42.453,68.825,80.988,90.818,30.004,16.72
602.2,30.639,58.11,42.32,68.697,80.944,90.945,29.79,16.65
602.39,30.51,57.983,42.206,68.555,81.002,90.931,29.693,16.923
602.58,30.449,57.916,42.126,68.486,80.964,90.959,29.643,16.882
602.77,30.234,57.805,42.031,68.321,80.899,91.064,29.579,16.997
602.96,30.079,57.641,41.96,68.284,80.981,91.076,29.622,17.016
603.15,29.97,57.491,41.844,68.146,80.876,91.163,29.654,17.078
603.34,29.839,57.377,41.773,68.066,80.805,91.29,29.599,16.999
603.53,29.713,57.304,41.625,68.124,80.709,91.268,29.585,17.074
603.72,29.557,57.179,41.554,68.015,80.649,91.291,29.49,16.955
603.91,29.511,57.026,41.522,67.983,80.761,91.388,29.736,16.946
604.11,29.419,56.854,41.343,67.911,80.684,91.43,29.675,16.917
604.3,29.269,56.738,41.314,67.984,80.703,91.389,29.67,16.88
604.49,29.192,56.577,41.214,67.811,80.709,91.377,29.781,16.967
604.68,29.155,56.621,41.123,67.679,80.69,91.282,29.452,16.741
604.87,29.046,56.37,40.967,67.513,80.62,91.317,29.414,16.724
605.06,28.84,56.242,40.849,67.446,80.657,91.381,29.248,17.089
605.25,28.768,56.142,40.833,67.349,80.671,91.291,29.147,17.135
605.44,28.681,55.945,40.797,67.334,80.673,91.296,29.138,17.157
605.63,28.558,55.842,40.772,67.264,80.639,91.217,29.075,17.298
605.82,28.5,55.805,40.599,67.142,80.667,91.167,28.874,17.471
606.01,28.418,55.568,40.5,67.126,80.672,91.24,28.988,17.415
606.2,28.329,55.44,40.366,66.978,80.748,91.324,28.966,17.406
606.39,28.252,55.278,40.349,66.955,80.638,91.456,29.085,17.39
606.58,28.048,55.175,40.215,66.89,80.578,91.368,28.933,17.315
606.77,27.928,55.041,40.198,66.799,80.693,91.337,29.002,17.261
606.96,27.938,54.988,40.141,66.61,80.597,91.256,28.911,17.333
607.15,27.925,54.919,40.078,66.573,80.565,91.211,28.806,17.464
607.35,27.843,54.842,39.938,66.436,80.644,91.082,28.891,17.526
607.54,27.737,54.754,39.862,66.331,80.556,91.122,28.897,17.362
607.73,27.683,54.649,39.828,66.376,80.53,91.139,28.706,17.419
607.92,27.461,54.505,39.75,66.261,80.507,91.021,28.383,17.532
608.11,27.368,54.472,39.708,66.212,80.52,90.94,28.453,17.601
608.3,27.288,54.363,39.625,66.144,80.586,91.015,28.476,17.592
608.49,27.102,54.292,39.588,66.126,80.386,91.132,28.506,17.632
608.68,27.021,54.077,39.531,65.955,80.389,91.142,28.796,17.767
608.87,26.865,54.121,39.426,65.828,80.37,91.131,28.624,17.714
609.06,26.851,54.052,39.366,65.712,80.296,91.086,28.525,17.624
609.25,26.79,53.926,39.266,65.603,80.184,91.148,28.582,17.634
609.44,26.652,53.905,39.107,65.441,80.137,91.192,28.427,17.844
609.63,26.535,53.821,39.055,65.368,80.034,91.176,28.32,17.551
609.82,26.425,53.717,38.981,65.31,79.879,91.284,28.298,17.491
610.01,26.359,53.717,38.833,65.12,79.893,91.25,28.098,17.716
610.2,26.192,53.537,38.8,65.082,79.792,91.296,28.177,17.918
610.39,26.088,53.481,38.733,64.952,79.896,91.288,27.999,17.542
610.58,26.095,53.407,38.642,64.934,79.922,91.401,28.108,17.725
610.77,26.165,53.366,38.45,64.866,79.853,91.347,27.867,17.796
610.96,26.107,53.289,38.341,64.843,79.832,91.494,27.696,17.894
611.15,25.929,53.232,38.22,64.677,79.874,91.416,27.523,17.681
611.34,25.851,53.097,38.161,64.644,79.766,91.433,27.147,17.609
611.53,25.809,53.013,38.069,64.565,79.897,91.421,27.078,17.771
611.72,25.623,52.798,37.902,64.429,79.845,91.48,27.185,17.866
611.91,25.583,52.746,37.786,64.416,79.822,91.506,27.249,17.927
612.1,25.449,52.55,37.714,64.302,79.779,91.504,27.13,17.999
612.29,25.27,52.38,37.677,64.206,79.633,91.494,26.852,18.195
612.48,25.234,52.257,37.525,64.161,79.707,91.459,26.581,17.796
612.67,25.118,52.276,37.388,64.155,79.615,91.514,26.519,17.896
612.86,24.982,52.052,37.329,64.135,79.633,91.48,26.468,17.944
613.05,24.871,51.906,37.227,63.986,79.625,91.411,26.318,17.902
613.24,24.736,51.794,37.105,63.978,79.722,91.383,26.112,17.758
613.43,24.706,51.675,37.044,63.906,79.853,91.363,25.957,17.69
613.62,24.588,51.536,36.871,63.742,79.987,91.345,25.806,17.678
613.81,24.503,51.505,36.828,63.709,80.101,91.283,25.593,17.828
614,24.404,51.396,36.735,63.723,80.165,91.232,25.487,17.653
614.19,24.311,51.351,36.683,63.586,80.069,91.009,25.307,17.606
614.38,24.129,51.219,36.499,63.538,80.04,91.019,25.109,17.975
614.57,23.822,51.109,36.454,63.455,80.051,91.081,25.037,18.056
614.76,23.666,50.956,36.494,63.5,79.997,91.085,25.048,18.099
614.95,23.473,50.746,36.329,63.485,79.997,91.025,25.112,18.276
615.14,23.394,50.54,36.32,63.519,80.09,91.259,25.236,18.336
615.33,23.269,50.447,36.229,63.477,80.1,91.25,25.534,18.624
615.52,23.11,50.327,36.171,63.359,80.105,91.14,25.517,18.731
615.71,22.982,50.37,36.106,63.276,80.175,91.029,25.369,18.686
615.9,22.883,50.28,35.983,63.174,80.216,91.056,25.24,18.767
616.09,22.929,50.291,35.763,63.071,80.182,91.2,24.999,18.87
616.28,22.945,50.353,35.715,63.014,80.156,91.295,25.003,19.168
616.47,22.855,50.313,35.704,62.85,80.221,91.274,24.971,19.473
616.66,22.675,50.16,35.708,62.769,80.321,91.272,24.818,19.644
616.85,22.713,50.136,35.574,62.724,80.363,91.226,24.912,19.946
617.04,22.583,50.016,35.462,62.634,80.443,91.256,24.811,19.952
617.23,22.491,50.003,35.372,62.489,80.464,91.139,24.965,20.062
617.42,22.401,49.933,35.254,62.465,80.273,91.032,25.073,20.099
617.61,22.31,49.895,35.192,62.411,80.337,91.1,25.228,20.506
617.8,22.164,49.68,35.043,62.308,80.444,90.97,25.214,20.404
617.99,22.024,49.59,34.946,62.243,80.26,90.88,25.138,20.547
618.18,21.964,49.519,34.818,62.141,80.293,90.997,25.11,20.756
618.37,21.976,49.491,34.711,62.102,80.187,90.916,25.264,20.808
618.56,21.875,49.385,34.609,62.002,80.243,90.848,25.25,20.884
618.75,21.67,49.367,34.434,61.787,80.238,90.832,25.14,20.787
618.94,21.538,49.248,34.369,61.666,80.198,90.952,24.91,20.602
619.13,21.422,49.102,34.231,61.655,80.053,90.964,24.595,20.854
619.32,21.402,49.032,34.168,61.507,80.14,90.953,24.174,20.97
619.51,21.273,48.838,34,61.415,80.207,91.041,23.908,20.987
619.7,21.256,48.676,33.873,61.437,80.301,90.986,23.95,21.072
619.89,21.123,48.523,33.764,61.338,80.203,90.955,23.779,20.995
620.08,20.96,48.28,33.674,61.358,80.269,90.817,23.822,21.135
620.27,20.857,48.112,33.483,61.238,80.406,90.584,23.774,20.702
620.46,20.643,47.848,33.31,61.149,80.447,90.625,23.658,20.779
620.65,20.547,47.76,33.087,61.052,80.421,90.706,23.95,20.75
620.84,20.417,47.615,32.978,60.813,80.401,90.781,23.628,20.565
621.03,20.374,47.561,32.938,60.756,80.43,90.686,23.668,20.72
621.22,20.303,47.457,32.796,60.722,80.33,90.852,23.366,20.746
621.41,20.209,47.279,32.727,60.535,80.49,90.909,23.059,20.681
621.6,20.11,47.014,32.606,60.51,80.422,90.89,22.889,20.703
621.79,20.015,46.881,32.563,60.4,80.347,91.03,22.978,20.588
621.97,19.98,46.813,32.461,60.235,80.259,91.101,22.847,20.758
622.16,19.919,46.705,32.359,60.253,80.283,91.004,22.844,20.612
622.35,19.742,46.612,32.289,60.207,80.353,91.037,22.498,20.35
622.54,19.803,46.571,32.252,60.088,80.3,91.021,22.445,20.484
622.73,19.792,46.367,32.12,59.978,80.415,91.258,22.504,20.609
622.92,19.751,46.257,32.002,59.78,80.668,91.175,22.299,20.8
623.11,19.662,46.217,31.93,59.602,80.63,91.219,22.34,20.91
623.3,19.516,46.124,31.822,59.514,80.562,91.174,22.544,21.012
623.49,19.49,46.063,31.747,59.437,80.384,91.355,22.507,21.1
623.68,19.404,45.907,31.717,59.229,80.358,91.451,22.231,21.174
623.87,19.307,45.881,31.612,59.123,80.472,91.459,22.2,21.389
624.06,19.124,45.79,31.517,58.895,80.569,91.447,22.308,21.094
624.25,18.977,45.722,31.413,58.833,80.427,91.474,22.117,21.343
624.44,18.953,45.73,31.336,58.798,80.472,91.254,22.082,21.32
624.63,18.895,45.65,31.224,58.606,80.539,91.19,21.752,21.069
624.82,18.817,45.528,31.179,58.629,80.534,91.152,21.803,21.359
625.01,18.751,45.231,31.064,58.573,80.526,91.268,21.724,21.552
625.19,18.652,45.078,30.97,58.412,80.594,91.284,21.77,21.571
625.38,18.586,45.057,30.912,58.407,80.483,91.275,21.717,21.544
625.57,18.581,45.028,30.868,58.286,80.443,91.408,21.486,21.504
625.76,18.377,44.914,30.8,58.195,80.315,91.378,21.418,21.441
625.95,18.301,44.715,30.758,58.166,80.422,91.359,21.419,21.257
626.14,18.196,44.691,30.635,58.036,80.527,91.467,21.414,21.208
626.33,18.127,44.538,30.533,57.944,80.455,91.551,21.401,21.637
626.52,17.996,44.362,30.493,58.005,80.572,91.638,21.4,21.527
626.71,17.935,44.376,30.43,57.982,80.522,91.429,21.087,21.61
626.9,17.779,44.348,30.395,58.038,80.437,91.28,21.08,21.519
627.09,17.66,44.277,30.24,57.899,80.589,91.075,21.043,21.641
627.28,17.566,44.049,30.119,57.917,80.749,91.09,20.759,21.584
627.46,17.518,43.97,30.073,57.791,80.842,90.907,20.882,21.628
627.65,17.384,43.89,29.928,57.764,80.834,90.917,20.861,21.674
627.84,17.337,43.81,29.879,57.746,80.808,90.866,20.978,21.635
628.03,17.351,43.767,29.841,57.805,80.535,90.949,20.763,21.912
628.22,17.328,43.596,29.734,57.7,80.604,91.043,20.936,21.913
628.41,17.272,43.536,29.676,57.668,80.464,91.236,20.902,22.19
628.6,17.263,43.391,29.608,57.718,80.449,91.346,20.711,22.395
628.79,17.282,43.378,29.509,57.645,80.436,91.273,20.584,22.251
628.98,17.254,43.61,29.458,57.655,80.478,91.287,20.458,22.144
629.17,17.092,43.571,29.365,57.577,80.519,91.191,20.422,22.181
629.36,17.011,43.398,29.238,57.512,80.566,91.171,20.391,22.376
629.54,16.963,43.415,29.164,57.464,80.646,91.09,20.621,22.428
629.73,17.097,43.448,29.101,57.457,80.792,91.084,20.269,22.939
629.92,17.026,43.374,28.995,57.378,80.871,91.315,20.021,22.892
630.11,16.977,43.21,28.999,57.376,80.796,91.152,19.685,23.068
630.3,16.953,43.211,29.041,57.375,80.921,91.036,20.061,23.059
630.49,16.928,43.173,28.856,57.214,80.82,90.901,20.052,23.269
630.68,16.946,43.032,28.856,57.158,80.928,90.985,20.05,23.053
630.87,16.863,42.959,28.76,57.071,80.876,91.191,20.065,23.108
631.06,16.862,42.959,28.749,57.093,80.9,91.153,20.054,22.724
631.24,16.88,42.987,28.686,57.004,80.767,91.254,20.072,22.564
631.43,16.735,42.936,28.6,57.021,80.79,91.174,19.898,22.53
631.62,16.85,42.98,28.61,56.971,80.807,91.014,20.031,22.611
631.81,16.723,42.804,28.513,56.827,80.841,91.039,19.774,22.39
632,16.639,42.712,28.424,56.721,81.043,91.029,19.6,22.445
632.19,16.587,42.655,28.402,56.6,81.009,91.084,19.277,22.44
632.38,16.574,42.58,28.25,56.481,80.987,90.975,19.219,22.204
632.57,16.487,42.546,28.331,56.395,80.997,91.027,19.281,22.269
632.76,16.364,42.428,28.289,56.399,80.907,91.116,19.12,22.516
632.94,16.243,42.278,28.227,56.297,80.826,91.12,19.111,22.707
633.13,16.353,42.255,28.26,56.299,80.706,91.085,18.662,22.55
633.32,16.285,42.271,28.319,56.289,80.672,91.118,18.629,22.392
633.51,16.281,42.184,28.261,56.278,80.504,91.172,18.198,22.442
633.7,16.135,42.126,28.097,56.177,80.587,91.216,18.268,22.33
633.89,16.091,42.135,28.06,56.157,80.537,90.931,18.461,22.567
634.08,16.013,42.012,27.971,56.196,80.529,91.082,18.373,22.893
634.26,15.935,41.93,27.832,56.029,80.522,91.103,17.823,22.975
634.45,15.816,41.791,27.778,55.951,80.54,91.204,17.534,22.549
634.64,15.636,41.721,27.638,55.891,80.409,91.323,17.788,22.693
634.83,15.664,41.665,27.579,55.848,80.377,91.302,17.836,22.643
635.02,15.571,41.494,27.533,55.777,80.237,91.37,17.73,22.983
635.21,15.496,41.472,27.477,55.656,80.154,91.22,17.839,23.392
635.4,15.485,41.386,27.448,55.655,80.032,91.406,17.841,23.195
635.58,15.286,41.256,27.317,55.552,80.062,91.59,17.402,23.254
635.77,15.258,41.21,27.295,55.593,79.928,91.684,17.669,23.532
635.96,15.262,41.195,27.354,55.563,79.908,91.641,17.56,23.432
636.15,15.203,41.074,27.285,55.508,80.014,91.463,17.779,23.508
636.34,15.033,40.95,27.288,55.467,80.157,91.733,17.465,23.741
636.53,15.028,40.865,27.117,55.562,80.074,91.654,17.41,23.758
636.72,14.922,40.784,27.014,55.517,80.159,91.65,17.304,23.667
636.9,14.884,40.706,26.94,55.419,80.16,91.545,17.228,23.428
637.09,14.784,40.569,26.819,55.399,80.29,91.573,17.849,23.958
637.28,14.752,40.451,26.644,55.26,80.127,91.649,18.232,24.374
637.47,14.635,40.453,26.626,55.17,80.147,91.729,18.658,24.529
637.66,14.558,40.395,26.565,55.071,79.992,91.558,18.582,24.268
637.85,14.53,40.365,26.584,55.003,79.995,91.549,18.423,24.383
638.03,14.544,40.309,26.535,54.891,79.966,91.498,18.869,24.115
638.22,14.582,40.295,26.5,54.81,79.989,91.423,19.179,23.957
638.41,14.591,40.324,26.564,54.741,80.036,91.219,19.275,24.521
638.6,14.555,40.235,26.524,54.591,80.158,91.067,19.088,24.595
638.79,14.436,40.114,26.435,54.582,80.125,91.106,19.03,24.641
638.98,14.514,40.075,26.207,54.505,80.046,91.006,19.076,24.748
639.16,14.523,39.934,26.221,54.49,80.168,91.132,18.819,24.677
639.35,14.447,39.91,26.196,54.444,80.36,91.039,18.695,24.94
639.54,14.514,39.914,26.213,54.406,80.264,90.917,18.889,24.732
639.73,14.561,39.954,26.222,54.32,80.303,90.828,18.263,24.771
639.92,14.395,39.807,26.105,54.279,80.242,90.774,18.403,24.975
640.11,14.344,39.877,26.042,54.27,80.25,90.919,18.133,25.06
640.29,14.375,39.692,26.034,54.261,80.179,90.677,18.018,25.171
640.48,14.402,39.711,26.021,54.212,80.094,90.628,17.914,25.265
640.67,14.381,39.528,26.08,54.181,79.811,90.568,17.975,25.217
640.86,14.376,39.442,26.016,54.21,79.76,90.564,17.974,25.623
641.05,14.397,39.387,26.104,54.167,79.652,90.551,17.715,25.432
641.24,14.302,39.42,26.229,54.199,79.894,90.458,17.414,25.169
